Unnamed: 0,counts_S93,counts_S94,counts_S107,counts_S108
ENSG00000250556.1,0,0,0,0
ENSG00000250307.2,0,0,0,0
ENSG00000240459.2,0,0,0,0
ENSG00000174749.5,31,23,22,21
ENSG00000243280.2,1,0,3,5
ENSG00000260526.1,2,1,0,3
ENSG00000138660.11,227,235,243,259
ENSG00000272567.1,0,0,2,0
ENSG00000145365.10,39,33,58,73
ENSG00000073331.17,292,373,362,450
ENSG00000251441.2,30,18,16,25
ENSG00000248697.1,1,3,1,5
ENSG00000178403.3,0,0,0,0
ENSG00000249509.1,0,0,0,0
ENSG00000248439.2,0,0,0,0
ENSG00000138658.15,47,39,62,90
ENSG00000250966.2,0,0,1,2
ENSG00000174720.15,476,446,498,593
ENSG00000249532.5,2,0,2,2
ENSG00000199169.1,0,0,0,0
ENSG00000199145.1,0,0,0,0
ENSG00000207927.1,0,0,0,0
ENSG00000199102.1,0,0,0,0
ENSG00000284463.1,0,0,0,0
ENSG00000220924.4,0,0,0,0
ENSG00000250046.3,0,0,0,0
ENSG00000248633.1,0,0,0,0
ENSG00000241002.1,0,0,0,0
ENSG00000202536.2,0,0,0,0
ENSG00000241741.1,5,1,8,9
ENSG00000250500.1,0,0,0,0
ENSG00000145362.17,1,3,2,2
ENSG00000234841.4,0,0,0,0
ENSG00000251126.2,0,0,0,0
ENSG00000228814.4,0,0,0,0
ENSG00000248152.1,0,0,0,0
ENSG00000249373.2,0,0,0,0
ENSG00000283193.1,0,0,0,0
ENSG00000275810.1,0,0,0,0
ENSG00000196656.7,10,5,6,4
ENSG00000239279.3,0,0,0,0
ENSG00000206820.1,0,0,0,0
ENSG00000145349.16,2187,2308,1901,2234
ENSG00000250229.1,0,0,0,0
ENSG00000180801.13,213,209,200,303
ENSG00000249304.1,0,0,0,0
ENSG00000248716.2,0,0,0,0
ENSG00000174607.10,1430,1438,1584,1902
ENSG00000207931.1,3,14,5,7
ENSG00000250215.1,0,0,0,0
ENSG00000240637.3,0,0,0,0
ENSG00000138653.9,0,0,0,0
ENSG00000251308.1,0,0,0,0
ENSG00000250693.2,0,0,0,0
ENSG00000248488.2,0,0,0,0
ENSG00000250363.1,0,0,1,0
ENSG00000249259.3,0,0,0,0
ENSG00000250442.1,0,0,0,0
ENSG00000250627.2,0,0,0,0
ENSG00000270394.4,0,0,0,0
ENSG00000284253.1,0,0,0,0
ENSG00000250272.1,0,0,0,0
ENSG00000248139.2,0,0,0,0
ENSG00000250791.1,0,0,0,0
ENSG00000213493.3,1,2,3,1
ENSG00000201752.1,0,0,0,0
ENSG00000271053.1,0,0,0,0
ENSG00000174599.5,1,3,9,1
ENSG00000223605.1,0,0,0,0
ENSG00000224932.1,1,0,0,0
ENSG00000228358.5,47,46,67,49
ENSG00000236922.9,1,1,1,1
ENSG00000237684.1,0,0,0,0
ENSG00000213492.2,3,10,2,0
ENSG00000229565.1,0,0,0,0
ENSG00000164100.8,0,0,0,0
ENSG00000251463.2,4,10,15,17
ENSG00000269893.6,299,288,563,771
ENSG00000275994.1,0,0,0,0
ENSG00000164099.3,961,1041,934,1063
ENSG00000230671.2,0,1,0,1
ENSG00000273716.2,2,1,2,0
ENSG00000154608.14,4,3,2,5
ENSG00000260404.3,123,110,193,175
ENSG00000223225.1,0,0,0,0
ENSG00000248213.3,0,0,0,1
ENSG00000251155.2,3,0,0,3
ENSG00000281731.2,1,2,5,5
ENSG00000145388.14,412,445,458,684
ENSG00000150961.14,687,660,705,848
ENSG00000172403.10,10,3,2,8
ENSG00000249002.2,0,0,0,0
ENSG00000280551.1,0,0,0,0
ENSG00000172399.5,0,0,0,0
ENSG00000178636.8,2,2,1,3
ENSG00000145390.11,3115,3609,2300,2266
ENSG00000164096.12,1521,1366,1541,1950
ENSG00000145384.3,565,632,341,271
ENSG00000250412.1,5,9,11,20
ENSG00000201186.1,0,0,0,0
ENSG00000249244.1,0,0,0,0
ENSG00000283050.1,102,112,120,153
ENSG00000260091.1,5,0,9,13
ENSG00000223208.1,0,0,1,0
ENSG00000245958.6,179,150,217,280
ENSG00000250950.1,17,12,19,30
ENSG00000138735.15,414,487,380,448
ENSG00000221245.1,0,2,0,1
ENSG00000250772.5,0,0,0,0
ENSG00000250183.2,0,0,0,0
ENSG00000250392.2,0,0,0,0
ENSG00000200553.1,0,0,0,0
ENSG00000253825.1,0,0,1,0
ENSG00000164109.13,61,39,82,103
ENSG00000250938.5,0,0,1,7
ENSG00000250219.2,0,0,0,0
ENSG00000225665.4,0,1,0,0
ENSG00000249409.1,0,0,0,0
ENSG00000138738.10,35,32,65,53
ENSG00000212359.1,0,0,0,0
ENSG00000251609.2,4,2,1,0
ENSG00000173376.13,183,335,222,283
ENSG00000223006.1,0,0,0,2
ENSG00000250344.1,0,0,1,1
ENSG00000271302.1,0,0,0,0
ENSG00000050730.15,0,0,0,0
ENSG00000252183.1,0,0,0,0
ENSG00000207148.1,0,0,0,0
ENSG00000186867.10,0,0,2,0
ENSG00000213480.3,0,0,0,0
ENSG00000224062.4,0,0,1,1
ENSG00000164111.14,1108,1017,1344,2219
ENSG00000164112.13,0,0,0,0
ENSG00000226757.2,0,0,0,0
ENSG00000123737.12,88,73,148,140
ENSG00000145386.9,79,75,128,138
ENSG00000138686.9,325,352,387,419
ENSG00000261501.1,0,0,0,0
ENSG00000138741.10,0,0,0,0
ENSG00000237868.1,0,0,1,0
ENSG00000241037.3,0,0,0,0
ENSG00000138688.15,4415,4611,4461,5383
ENSG00000164113.10,0,0,0,0
ENSG00000109471.4,0,0,0,0
ENSG00000138684.8,0,0,0,0
ENSG00000227145.1,0,0,0,0
ENSG00000224786.2,11,9,12,11
ENSG00000181004.9,92,85,69,89
ENSG00000244083.1,0,0,0,0
ENSG00000138685.15,294,213,186,208
ENSG00000240775.1,2,6,9,3
ENSG00000273007.1,0,0,1,2
ENSG00000170917.13,42,40,47,79
ENSG00000145375.7,215,203,325,362
ENSG00000250322.2,0,0,0,0
ENSG00000164056.10,270,243,365,564
ENSG00000249125.1,0,0,0,0
ENSG00000251526.1,1,0,1,0
ENSG00000249464.5,41,56,95,95
ENSG00000226655.1,0,0,0,0
ENSG00000228489.1,0,0,0,0
ENSG00000250458.2,0,0,0,0
ENSG00000250484.2,0,0,0,0
ENSG00000249837.1,0,0,0,0
ENSG00000248506.1,0,1,0,0
ENSG00000248565.2,0,0,0,0
ENSG00000261083.1,0,3,0,2
ENSG00000151458.11,418,353,450,499
ENSG00000196159.11,0,2,0,1
ENSG00000201297.1,0,0,0,0
ENSG00000283550.1,0,0,0,0
ENSG00000250149.1,0,0,0,0
ENSG00000251436.2,0,0,0,0
ENSG00000249555.2,0,0,0,0
ENSG00000251649.1,0,0,0,0
ENSG00000251005.1,0,0,0,0
ENSG00000223620.3,0,0,0,0
ENSG00000199862.1,0,0,0,0
ENSG00000250945.1,0,0,0,0
ENSG00000248491.5,0,0,0,0
ENSG00000248209.1,0,0,0,0
ENSG00000249795.1,0,0,0,0
ENSG00000164066.12,164,128,261,369
ENSG00000151475.5,0,1,0,0
ENSG00000164070.11,481,456,662,782
ENSG00000282855.1,3,7,10,11
ENSG00000244021.4,0,1,1,0
ENSG00000261668.1,2,5,10,12
ENSG00000142731.10,39,38,62,67
ENSG00000251821.1,0,0,0,0
ENSG00000164073.10,248,259,314,369
ENSG00000164074.15,209,174,201,232
ENSG00000138709.18,419,429,492,588
ENSG00000241651.4,0,0,0,0
ENSG00000248394.1,18,8,15,13
ENSG00000164040.16,917,856,865,1045
ENSG00000251432.6,36,56,77,89
ENSG00000273077.1,0,0,0,0
ENSG00000248187.1,0,0,0,0
ENSG00000248802.1,0,0,1,0
ENSG00000280711.1,0,0,0,0
ENSG00000077684.15,161,207,196,268
ENSG00000151466.11,109,119,129,133
ENSG00000275647.1,0,0,0,0
ENSG00000281369.1,0,0,0,0
ENSG00000151470.12,130,153,164,143
ENSG00000251345.2,0,0,0,0
ENSG00000248958.2,0,0,0,0
ENSG00000251195.1,0,0,0,0
ENSG00000250193.1,0,0,0,0
ENSG00000246876.6,0,0,0,0
ENSG00000249618.5,0,0,0,0
ENSG00000234125.5,0,0,0,0
ENSG00000251326.1,0,0,0,0
ENSG00000248877.2,0,0,0,0
ENSG00000249018.2,0,0,0,0
ENSG00000280059.1,0,0,0,0
ENSG00000250503.1,0,0,0,0
ENSG00000250213.2,0,0,0,0
ENSG00000206782.1,0,0,0,0
ENSG00000250102.5,0,0,0,0
ENSG00000248715.2,0,0,0,0
ENSG00000241392.3,0,0,0,0
ENSG00000252014.1,0,0,0,0
ENSG00000249416.2,0,0,0,0
ENSG00000251676.1,0,0,0,0
ENSG00000184139.8,0,0,0,0
ENSG00000251555.1,0,0,0,0
ENSG00000251598.1,0,0,0,0
ENSG00000249463.1,0,0,0,0
ENSG00000251051.1,0,0,0,0
ENSG00000248369.1,0,0,0,0
ENSG00000251398.1,0,0,0,0
ENSG00000249038.2,0,0,0,0
ENSG00000251488.1,0,0,0,0
ENSG00000249513.2,0,0,0,0
ENSG00000250241.5,0,0,0,0
ENSG00000248735.2,0,0,0,0
ENSG00000138650.8,0,0,1,0
ENSG00000250191.1,0,0,0,0
ENSG00000251388.1,0,0,0,0
ENSG00000254535.3,0,0,0,0
ENSG00000251199.5,0,0,0,0
ENSG00000248191.1,0,0,0,0
ENSG00000251291.1,0,0,0,0
ENSG00000249000.1,0,0,0,0
ENSG00000249847.1,0,0,0,0
ENSG00000251228.1,0,0,0,0
ENSG00000241411.1,0,0,1,0
ENSG00000250144.1,26,34,43,52
ENSG00000248434.1,0,0,0,0
ENSG00000248456.1,0,0,0,0
ENSG00000283432.1,0,0,0,0
ENSG00000250834.1,0,0,1,0
ENSG00000248104.1,0,0,0,0
ENSG00000250865.1,0,0,0,0
ENSG00000248330.5,0,0,0,0
ENSG00000207322.1,0,0,0,0
ENSG00000251492.1,0,0,0,0
ENSG00000261166.1,0,0,0,0
ENSG00000251567.5,0,0,0,0
ENSG00000250665.1,0,0,0,0
ENSG00000249311.4,0,0,0,0
ENSG00000279749.1,0,0,0,0
ENSG00000248869.5,0,0,0,0
ENSG00000250341.1,0,0,0,0
ENSG00000250813.1,0,0,0,0
ENSG00000251440.2,0,0,0,0
ENSG00000213448.3,0,0,0,0
ENSG00000189184.11,0,0,0,0
ENSG00000251632.1,0,0,0,0
ENSG00000280352.1,0,0,0,0
ENSG00000250126.1,0,0,0,0
ENSG00000250777.1,0,0,0,0
ENSG00000250034.1,0,0,0,0
ENSG00000248307.5,0,0,0,0
ENSG00000250033.5,0,0,0,0
ENSG00000151012.13,221,228,373,525
ENSG00000249091.1,0,0,0,0
ENSG00000248397.1,0,0,0,0
ENSG00000251372.5,0,0,0,0
ENSG00000249381.1,0,0,0,0
ENSG00000248305.1,0,0,0,0
ENSG00000248795.1,2,0,2,0
ENSG00000250977.1,0,0,0,0
ENSG00000250501.2,0,0,0,0
ENSG00000250195.1,1,5,0,6
ENSG00000250577.1,1,0,0,0
ENSG00000151014.5,202,196,147,135
ENSG00000109381.19,381,339,379,473
ENSG00000252503.1,0,0,5,2
ENSG00000240723.3,0,0,0,0
ENSG00000179967.11,6,10,3,9
ENSG00000276396.1,0,0,0,0
ENSG00000265892.2,0,0,0,0
ENSG00000207384.1,0,0,0,0
ENSG00000252362.1,0,0,0,0
ENSG00000206722.1,0,0,0,0
ENSG00000137463.4,1,1,0,0
ENSG00000109390.11,201,207,237,264
ENSG00000164134.12,682,580,882,1070
ENSG00000200520.1,2,2,0,2
ENSG00000273247.5,122,119,135,151
ENSG00000248863.2,15,21,19,24
ENSG00000239005.1,7,6,5,5
ENSG00000172007.5,158,101,147,225
ENSG00000145391.13,1954,1616,2008,2682
ENSG00000249302.2,0,0,0,0
ENSG00000272717.1,1,1,3,3
ENSG00000261268.1,0,0,2,0
ENSG00000085871.8,549,469,569,697
ENSG00000201533.1,0,0,0,0
ENSG00000178458.5,3,3,4,5
ENSG00000196782.12,511,547,630,901
ENSG00000252233.1,4,1,10,13
ENSG00000250698.1,2,0,0,0
ENSG00000153130.17,615,501,575,650
ENSG00000196951.10,5,3,7,9
ENSG00000249754.2,0,3,0,2
ENSG00000241923.2,0,3,1,4
ENSG00000153132.12,9,7,2,17
ENSG00000205301.11,0,0,0,0
ENSG00000280262.1,0,0,0,0
ENSG00000179387.9,535,481,539,637
ENSG00000109424.3,0,1,0,0
ENSG00000242102.3,0,0,0,0
ENSG00000248621.2,0,0,0,0
ENSG00000109436.7,365,305,350,525
ENSG00000249661.1,5,16,10,12
ENSG00000207155.1,2,0,1,1
ENSG00000248335.1,0,0,0,0
ENSG00000273472.1,2,3,2,2
ENSG00000222613.1,0,0,0,0
ENSG00000170153.10,0,3,3,1
ENSG00000109445.10,216,227,310,497
ENSG00000248747.1,0,0,0,0
ENSG00000248810.1,2,0,8,19
ENSG00000250189.2,10,0,4,7
ENSG00000272632.1,0,2,2,5
ENSG00000250141.1,0,0,0,0
ENSG00000164136.16,105,80,89,121
ENSG00000109452.12,1048,1106,1301,1467
ENSG00000242134.2,7,6,12,18
ENSG00000250835.1,0,0,0,0
ENSG00000251248.1,0,0,0,0
ENSG00000249806.1,11,13,5,14
ENSG00000250326.1,4,3,2,6
ENSG00000251300.1,0,0,0,0
ENSG00000170185.9,868,955,806,1091
ENSG00000250969.1,0,0,0,0
ENSG00000200049.1,0,0,0,0
ENSG00000109458.8,769,868,657,793
ENSG00000265623.1,4,3,10,6
ENSG00000228981.3,7,4,6,11
ENSG00000243175.1,32,28,39,30
ENSG00000250540.1,0,0,0,0
ENSG00000153147.5,1745,1681,2182,2811
ENSG00000245112.2,4,2,6,4
ENSG00000248924.2,0,0,0,1
ENSG00000251600.6,6,1,10,18
ENSG00000236296.8,2,3,0,6
ENSG00000183090.5,0,1,0,0
ENSG00000250345.2,0,0,0,0
ENSG00000197465.13,0,0,0,0
ENSG00000249741.2,1,4,0,0
ENSG00000250361.8,0,0,0,0
ENSG00000170180.21,0,0,0,0
ENSG00000285783.1,2,0,1,0
ENSG00000285713.1,0,0,0,0
ENSG00000261129.1,0,0,0,0
ENSG00000250504.2,0,0,0,0
ENSG00000248890.1,3,2,4,6
ENSG00000164161.9,0,0,3,0
ENSG00000273621.1,0,1,2,7
ENSG00000164162.13,30,33,37,40
ENSG00000249193.1,0,0,0,0
ENSG00000250406.1,0,0,0,0
ENSG00000251452.2,0,0,2,0
ENSG00000222594.1,0,0,0,0
ENSG00000164163.10,464,379,592,879
ENSG00000164164.16,1100,1251,1176,1512
ENSG00000238713.1,4,5,6,10
ENSG00000240992.1,0,0,0,0
ENSG00000272727.1,0,0,0,0
ENSG00000251333.3,2,0,3,2
ENSG00000278943.1,0,0,1,0
ENSG00000248745.2,0,0,0,0
ENSG00000170365.9,391,409,441,546
ENSG00000250582.1,0,0,0,0
ENSG00000250902.1,0,3,1,1
ENSG00000151611.14,256,264,285,390
ENSG00000249245.2,1,0,1,0
ENSG00000248356.1,0,0,1,0
ENSG00000237136.7,0,0,0,0
ENSG00000151612.15,703,610,733,908
ENSG00000279481.1,36,30,44,43
ENSG00000251687.1,0,0,0,0
ENSG00000201314.1,0,0,0,0
ENSG00000260303.1,0,0,0,0
ENSG00000251024.1,0,0,0,0
ENSG00000248809.5,0,0,0,0
ENSG00000164167.11,94,114,119,152
ENSG00000279845.1,5,6,1,5
ENSG00000250673.2,0,1,0,1
ENSG00000280250.1,0,0,0,0
ENSG00000251010.1,0,0,0,0
ENSG00000120519.14,85,75,97,104
ENSG00000278438.1,0,0,0,0
ENSG00000207182.1,0,0,0,0
ENSG00000151615.3,0,0,0,0
ENSG00000137473.17,0,0,0,0
ENSG00000248764.1,0,0,0,0
ENSG00000248346.1,0,0,0,0
ENSG00000260090.1,0,0,0,0
ENSG00000279376.1,0,0,0,0
ENSG00000221369.1,0,0,0,0
ENSG00000241281.1,0,0,0,0
ENSG00000249004.1,0,0,0,0
ENSG00000151617.16,0,0,0,0
ENSG00000280219.1,0,0,0,0
ENSG00000251254.1,0,0,0,0
ENSG00000251688.1,0,0,0,0
ENSG00000251298.1,0,0,0,0
ENSG00000164168.7,723,665,735,837
ENSG00000164169.12,165,154,203,231
ENSG00000071205.11,32,36,55,101
ENSG00000252951.1,0,0,0,0
ENSG00000264274.1,0,0,0,0
ENSG00000240014.3,0,0,0,0
ENSG00000270387.1,0,0,0,0
ENSG00000151623.14,2160,2486,1644,1501
ENSG00000250354.1,0,0,0,0
ENSG00000251418.2,0,0,0,0
ENSG00000201846.1,0,0,0,0
ENSG00000250357.1,0,0,1,4
ENSG00000225176.2,0,0,0,0
ENSG00000279016.1,0,0,0,0
ENSG00000249317.1,0,0,0,0
ENSG00000239168.1,0,0,0,0
ENSG00000249752.1,0,0,0,0
ENSG00000250252.1,0,0,0,0
ENSG00000248210.1,0,0,0,0
ENSG00000234828.8,0,0,0,0
ENSG00000250905.1,0,0,0,0
ENSG00000251482.1,0,0,0,0
ENSG00000202331.1,0,0,0,0
ENSG00000207121.1,0,0,0,0
ENSG00000250704.1,0,0,0,0
ENSG00000170390.15,2,0,5,1
ENSG00000238721.1,0,0,0,0
ENSG00000198589.11,4894,4675,6069,7677
ENSG00000248521.1,24,11,33,25
ENSG00000249690.1,0,0,0,0
ENSG00000181541.5,0,0,0,0
ENSG00000183432.6,0,0,0,0
ENSG00000252451.1,6,4,9,9
ENSG00000235606.3,0,0,0,0
ENSG00000145425.9,3030,2606,4107,5634
ENSG00000201264.1,2,2,1,4
ENSG00000109686.17,5952,5715,4844,5401
ENSG00000208797.1,0,0,0,0
ENSG00000270681.1,0,0,1,0
ENSG00000249012.2,0,1,1,1
ENSG00000189099.11,3,2,1,0
ENSG00000250350.1,16,6,24,7
ENSG00000252544.1,0,0,0,0
ENSG00000270265.1,11,6,15,6
ENSG00000251611.1,27,20,31,32
ENSG00000164142.15,627,624,525,702
ENSG00000253019.1,1,2,2,0
ENSG00000251603.1,22,24,30,28
ENSG00000278978.1,57,43,48,47
ENSG00000059691.11,145,169,209,284
ENSG00000251455.1,11,14,12,9
ENSG00000249184.1,0,0,1,0
ENSG00000249708.1,0,0,0,0
ENSG00000249818.1,0,0,0,0
ENSG00000248991.1,0,0,0,0
ENSG00000251249.1,1,1,0,0
ENSG00000253077.1,0,0,0,0
ENSG00000245954.6,0,0,0,1
ENSG00000250706.1,0,0,0,0
ENSG00000251377.1,0,0,0,0
ENSG00000244544.2,0,0,0,0
ENSG00000270302.1,1,0,2,3
ENSG00000270883.1,2,3,4,5
ENSG00000109670.14,563,520,610,731
ENSG00000270751.1,0,0,0,0
ENSG00000264678.1,5,7,5,5
ENSG00000268471.6,31,33,52,59
ENSG00000283792.1,0,0,0,0
ENSG00000243417.1,0,0,1,0
ENSG00000240669.1,0,0,0,0
ENSG00000170006.11,10,9,22,20
ENSG00000248571.1,0,0,0,0
ENSG00000169989.2,5,4,6,14
ENSG00000164144.15,908,911,923,1097
ENSG00000250980.1,0,0,0,2
ENSG00000231841.1,8,4,4,8
ENSG00000137460.8,491,556,413,540
ENSG00000249022.1,0,0,0,1
ENSG00000109654.14,1527,1398,1899,2429
ENSG00000252030.1,0,0,0,0
ENSG00000201786.1,0,0,0,0
ENSG00000213406.3,1,3,4,5
ENSG00000121211.7,7,6,18,16
ENSG00000243883.3,0,0,0,0
ENSG00000121210.15,127,89,169,230
ENSG00000250771.2,0,0,0,0
ENSG00000248208.1,0,0,0,0
ENSG00000137462.7,29,36,45,35
ENSG00000145428.14,0,0,0,0
ENSG00000249309.1,0,0,0,0
ENSG00000145423.4,0,0,0,0
ENSG00000280241.3,0,0,0,0
ENSG00000197410.13,1,0,0,1
ENSG00000278981.1,0,0,0,0
ENSG00000280005.1,0,0,0,0
ENSG00000249200.1,0,0,0,0
ENSG00000250609.1,0,0,0,0
ENSG00000171566.11,573,583,639,762
ENSG00000200350.1,3,0,0,1
ENSG00000248611.1,0,0,0,0
ENSG00000171564.11,0,0,0,0
ENSG00000171560.14,0,0,0,0
ENSG00000171557.16,0,0,0,0
ENSG00000121207.11,6,4,2,10
ENSG00000249074.1,0,0,0,0
ENSG00000249041.1,0,0,0,0
ENSG00000249692.1,0,0,0,0
ENSG00000151962.7,0,0,0,1
ENSG00000222582.1,0,0,0,0
ENSG00000252604.1,0,0,0,0
ENSG00000250910.7,5,3,1,0
ENSG00000250538.5,46,36,14,20
ENSG00000185149.5,174,153,85,46
ENSG00000249924.2,0,0,0,0
ENSG00000164114.18,358,264,260,270
ENSG00000250205.1,0,0,0,0
ENSG00000250398.1,0,0,0,0
ENSG00000271606.1,0,0,0,0
ENSG00000249247.1,0,0,0,0
ENSG00000249770.1,0,0,0,0
ENSG00000248748.1,0,0,0,0
ENSG00000248548.1,0,0,0,0
ENSG00000249127.1,0,0,0,0
ENSG00000249698.1,0,0,0,0
ENSG00000248420.1,0,0,0,0
ENSG00000249386.1,0,0,0,0
ENSG00000251223.1,0,0,0,0
ENSG00000248907.1,0,0,0,0
ENSG00000251407.1,0,0,0,0
ENSG00000251244.1,0,0,0,0
ENSG00000164116.16,41,37,60,65
ENSG00000260244.1,5,4,2,3
ENSG00000061918.12,54,54,39,54
ENSG00000256394.2,0,0,0,0
ENSG00000151790.8,0,0,0,0
ENSG00000256043.2,249,327,240,276
ENSG00000249013.1,0,0,0,0
ENSG00000251511.1,0,0,0,0
ENSG00000251283.1,0,0,0,0
ENSG00000249479.1,0,0,0,0
ENSG00000248912.1,0,0,0,0
ENSG00000145431.10,100,100,141,197
ENSG00000248629.1,0,0,0,0
ENSG00000280284.1,0,0,0,0
ENSG00000278880.1,0,0,0,0
ENSG00000250622.1,0,0,0,0
ENSG00000252350.1,0,0,0,0
ENSG00000252524.1,0,0,0,0
ENSG00000109738.10,17,7,11,30
ENSG00000199859.1,0,0,0,0
ENSG00000120251.19,0,0,0,0
ENSG00000249819.1,0,0,0,0
ENSG00000234111.6,0,0,0,0
ENSG00000249275.1,0,0,0,0
ENSG00000200521.1,0,0,0,0
ENSG00000249627.1,0,0,0,0
ENSG00000279703.1,0,0,0,0
ENSG00000279994.1,0,0,0,0
ENSG00000250475.1,0,0,0,0
ENSG00000279139.1,0,0,1,0
ENSG00000280140.1,0,0,0,0
ENSG00000164125.15,770,648,933,1107
ENSG00000248429.5,20,13,17,17
ENSG00000251073.1,1,0,0,2
ENSG00000250604.1,0,0,0,0
ENSG00000164124.10,497,552,491,624
ENSG00000251429.1,20,13,17,14
ENSG00000171509.15,0,0,0,0
ENSG00000199634.1,0,0,0,0
ENSG00000248387.1,0,0,0,0
ENSG00000249901.1,0,0,0,0
ENSG00000205208.4,40,46,78,97
ENSG00000171503.11,704,726,634,725
ENSG00000271817.2,2,5,2,7
ENSG00000171497.4,418,388,471,665
ENSG00000052795.12,747,766,631,694
ENSG00000206703.1,0,0,0,0
ENSG00000164123.6,0,0,0,0
ENSG00000274535.1,0,0,0,0
ENSG00000248988.1,1,0,0,0
ENSG00000249367.1,0,0,0,0
ENSG00000206978.1,0,0,0,0
ENSG00000109756.9,2727,3082,2377,2592
ENSG00000264105.1,0,0,0,0
ENSG00000283379.1,0,0,0,0
ENSG00000248552.1,0,0,0,0
ENSG00000250180.1,0,0,0,0
ENSG00000250488.1,0,0,0,0
ENSG00000250997.1,0,0,0,0
ENSG00000249425.1,0,0,0,0
ENSG00000242635.2,0,0,0,0
ENSG00000249568.1,0,0,0,0
ENSG00000168843.13,0,0,0,0
ENSG00000249419.1,0,0,0,0
ENSG00000251253.1,0,0,0,0
ENSG00000248396.1,0,0,0,0
ENSG00000248431.1,0,0,0,0
ENSG00000251123.1,0,0,0,0
ENSG00000283468.1,0,0,0,0
ENSG00000250027.1,0,0,0,0
ENSG00000145414.8,151,138,217,278
ENSG00000250547.1,0,0,0,0
ENSG00000164128.6,15,11,15,8
ENSG00000164129.11,0,0,1,0
ENSG00000227283.1,0,0,0,0
ENSG00000151005.4,2,0,0,1
ENSG00000198498.9,95,103,136,187
ENSG00000145416.13,0,0,0,0
ENSG00000273449.1,6,4,16,22
ENSG00000253001.1,0,0,0,0
ENSG00000177803.7,0,0,0,0
ENSG00000250746.1,2,1,0,1
ENSG00000248546.3,0,0,0,1
ENSG00000251162.1,0,0,0,0
ENSG00000223037.1,0,0,0,0
ENSG00000248162.1,0,0,0,0
ENSG00000248771.5,109,151,88,160
ENSG00000201050.1,2,1,0,1
ENSG00000248329.5,0,0,0,0
ENSG00000250227.1,0,1,0,0
ENSG00000244146.1,0,0,0,0
ENSG00000285563.1,0,0,0,0
ENSG00000221891.2,0,0,0,0
ENSG00000270960.1,0,0,0,0
ENSG00000248645.1,0,0,0,0
ENSG00000121089.4,2,1,1,1
ENSG00000236941.6,0,0,0,0
ENSG00000183439.7,0,0,0,0
ENSG00000250486.4,7,2,4,9
ENSG00000248632.1,0,0,0,0
ENSG00000248229.1,0,0,0,0
ENSG00000250887.1,0,0,0,0
ENSG00000250712.1,0,0,0,0
ENSG00000240674.1,1,1,0,0
ENSG00000176979.13,0,0,0,0
ENSG00000276623.1,0,0,0,0
ENSG00000250430.1,0,0,0,0
ENSG00000249617.1,0,1,1,0
ENSG00000250374.4,0,0,0,0
ENSG00000170088.13,145,155,240,287
ENSG00000109466.13,148,149,135,179
ENSG00000200974.1,0,3,0,1
ENSG00000229894.4,0,0,0,0
ENSG00000052802.12,2652,2570,2637,3695
ENSG00000109472.13,527,576,568,846
ENSG00000207559.1,0,0,0,0
ENSG00000251596.1,0,3,1,0
ENSG00000248287.1,0,0,0,0
ENSG00000248327.1,0,0,0,0
ENSG00000250725.2,0,0,0,0
ENSG00000249500.1,0,0,0,0
ENSG00000038295.7,0,0,0,0
ENSG00000252959.1,0,0,0,0
ENSG00000206711.1,0,0,0,0
ENSG00000249675.1,0,0,0,0
ENSG00000196104.10,0,0,0,0
ENSG00000212373.1,0,0,0,0
ENSG00000250150.1,0,0,0,0
ENSG00000240772.3,0,0,0,0
ENSG00000248913.1,0,0,0,0
ENSG00000222721.1,0,0,0,0
ENSG00000270336.1,0,0,0,0
ENSG00000248601.1,0,0,0,0
ENSG00000109511.11,62,46,105,93
ENSG00000137628.16,577,625,550,533
ENSG00000181381.13,1891,1963,1372,1063
ENSG00000207171.1,0,0,0,0
ENSG00000129116.18,1085,1102,940,1001
ENSG00000229226.3,0,0,0,0
ENSG00000249623.1,0,0,0,0
ENSG00000206613.1,0,0,0,0
ENSG00000214676.4,9,11,9,8
ENSG00000249609.1,2,0,0,0
ENSG00000279384.1,17,21,25,28
ENSG00000145439.11,658,523,775,823
ENSG00000201176.1,3,4,1,1
ENSG00000201818.1,0,0,0,0
ENSG00000251445.1,0,0,0,4
ENSG00000154447.14,2139,2074,1925,2066
ENSG00000214671.4,0,0,0,0
ENSG00000251171.1,0,0,0,0
ENSG00000137601.16,137,128,157,178
ENSG00000109572.13,2393,2515,2720,3004
ENSG00000056050.6,57,46,61,97
ENSG00000229204.3,1,0,1,1
ENSG00000248625.1,0,0,0,0
ENSG00000248319.1,0,0,0,0
ENSG00000251200.1,0,0,0,0
ENSG00000249955.1,0,0,0,0
ENSG00000198948.11,29,29,40,62
ENSG00000109576.13,32,29,58,70
ENSG00000248822.1,0,0,0,0
ENSG00000248739.1,0,0,0,0
ENSG00000250266.1,39,30,41,73
ENSG00000251061.2,1,1,7,4
ENSG00000250082.1,0,0,0,0
ENSG00000181359.5,0,0,3,0
ENSG00000250968.1,0,0,0,0
ENSG00000249943.1,0,0,0,0
ENSG00000251961.1,0,0,0,0
ENSG00000248872.1,0,0,0,0
ENSG00000249525.1,0,0,0,0
ENSG00000248755.1,0,0,0,0
ENSG00000278502.1,0,0,0,0
ENSG00000248339.1,0,0,0,0
ENSG00000251176.1,0,0,0,0
ENSG00000249297.1,0,0,0,0
