,gene_short_name,PC-1,PC-2,PC-3,PC-4,SMC-1,SMC-2,SMC-3,SMC-4
ENSMUSG00000087155,Gm15008,0,0,0,0,0,0,0,0
ENSMUSG00000087156,1110050K14Rik,0,0.045046,0,0,0,0.0355341,0.144425,0.0937501
ENSMUSG00000087157,Gm15685,0,0.125835,0,0,0,0.100787,0,0
ENSMUSG00000087158,Gm14093,0,0,0,0,0,0,0,0
ENSMUSG00000087159,Gm15246,0.893422,1.15272,0,2.04863,1.18045,1.83788,1.53155,0.272517
ENSMUSG00000087160,Gm16336,0,0,0,0,0,0,0,0
ENSMUSG00000087161,Gm16845,2.36006,2.03641,1.9263,1.51895,1.29212,0.778544,0.715702,0.687591
ENSMUSG00000087162,Gm14244,0.038366,0,0,0,0,0,0.0183307,0
ENSMUSG00000087163,Gm16230,0,0,0,0,0.632724,0.280828,0,0
ENSMUSG00000087164,4933433P16Rik,0,0,0,0,0,0,0,0
ENSMUSG00000087165,2010001A14Rik,4.74616,6.46734,2.40403,2.52458,8.85029,8.63847,7.33133,4.35375
ENSMUSG00000087166,L1td1,0.108351,0.0201564,0,0,0.0351266,0.0767932,0,0.0140742
ENSMUSG00000087167,Gm15891,0,0,0.79359,0,0,0,0,0
ENSMUSG00000087168,Gm15983,0.144792,0.161938,0.034874,0.0167299,0.123228,0.115706,0.00867869,0.016568
ENSMUSG00000087169,C330002G04Rik,0.0689911,0.077099,0.0442782,0.0212461,0.0448326,0.104645,0.0439243,0.0210554
ENSMUSG00000087170,1700001G01Rik,0.965004,0.460941,0,0.662293,0,0.420039,0,0
ENSMUSG00000087171,Gm12962,0.0963079,0,0,0,0,0,0,0
ENSMUSG00000087172,Gm12153,0,0.0614944,0,0,0,0,0.140199,0.0671539
ENSMUSG00000087173,Gm11337,0,0,0,0,0,0,0,0
ENSMUSG00000087174,5530601H04Rik,12.7891,20.0895,5.07259,5.65246,26.3528,22.9615,10.9911,12.7039
ENSMUSG00000087175,Gm15133,3.52066,2.29593,2.77251,2.187,0.900313,0.704205,0.457022,0.665396
ENSMUSG00000087176,D230022J07Rik,0.412528,0.172576,0,0.0475906,0.403837,0.419363,0.0490257,0.236111
ENSMUSG00000087177,E130307A14Rik,12.3383,14.5203,6.92175,8.78014,18.5263,12.2957,12.6998,12.8771
ENSMUSG00000087178,A230056P14Rik,0.258214,0.288599,0.227896,0.6478,0.69203,0.346032,0.513879,0.254964
ENSMUSG00000087179,Gm14230,1.5412,0.826831,4.46692,0.933141,0.39709,0.182114,0.960018,1.39817
ENSMUSG00000087180,Gm11924,0,0,0,0,0.0270195,0,0,0
ENSMUSG00000087181,Gm13570,3.06031,0,0,0,0,0,0,0
ENSMUSG00000087182,Gm13334,0.487226,0.216805,0,0,0,0,0,0.178514
ENSMUSG00000087183,E030044B06Rik,0.082146,0.0458493,0,0,0,0,0.0782275,0.0376102
ENSMUSG00000087184,Gm11650,0,0.104249,0,0,0,0.0422596,0,0
ENSMUSG00000087185,Gm13872,0,0.0401733,0,0,0,0,0,0
ENSMUSG00000087186,Gm16936,0.0687994,0,0,0,0,0,0,0
ENSMUSG00000087187,Gm13431,0,0,0.183206,0.176092,0.382076,0.336423,0.716273,0.836649
ENSMUSG00000087189,D130017N08Rik,0.31054,0.0934959,0.149577,0.872077,0.220838,0.425098,0.731276,0.579532
ENSMUSG00000087190,D430001F17Rik,0.335712,0.173133,0.248578,0.238571,0.0755525,0.0234885,0,0.0945791
ENSMUSG00000087191,4933440J02Rik,0,0.0521837,0,0,0,0,0,0
ENSMUSG00000087192,4930412L05Rik,0,0,0,0,0,0.038153,0,0
ENSMUSG00000087193,Gm14820,0.223942,0.258709,0.0334137,0,0,0,0.219189,0
ENSMUSG00000087194,Skint6,0,0,0,0,0,0,0,0
ENSMUSG00000087195,Gm12907,0,0,0,0,0,0,0,0
ENSMUSG00000087196,Gm13373,3.6803,6.19661,0.302211,0.677975,7.78182,5.06384,0.0991482,0.674273
ENSMUSG00000087197,Gm13780,0,0,0,0,0,0,0,0
ENSMUSG00000087198,Gm13097,0,0,0,0,0,0,0.246145,0
ENSMUSG00000087199,Gm15818,0.629303,0,0.200965,0,0.10349,0,0,0
ENSMUSG00000087200,Gm12908,0,0.0305363,0.105223,0.176731,0,0.0745424,0.0521691,0
ENSMUSG00000087201,Gm15261,1.56502,1.03137,0.729834,0.578483,2.29403,2.88325,1.0709,1.53839
ENSMUSG00000087202,Gm15813,0.0180796,0.0202104,0,0,0,0.016477,0,0
ENSMUSG00000087203,Gm13986,0.210251,0.0718206,0.0494958,0,0.234855,0.145608,0.0860094,0.0399216
ENSMUSG00000087204,1700073E17Rik,0,0,0,0.591396,0.367475,0,0,0
ENSMUSG00000087205,4930445N08Rik,0,0,0,0,0,0,0,0
ENSMUSG00000087206,Gm16175,0,0,0,0,0,0,0,0
ENSMUSG00000087207,Gm13147,0.746034,1.22093,0.244855,0.706467,0.221386,0.113506,0,0.0414572
ENSMUSG00000087208,Gm5125,0.11417,0,0,0,0,0,0,0
ENSMUSG00000087210,Gm15391,0,0,0,0,0,0,0,0
ENSMUSG00000087211,1500016L03Rik,0,0,0,0,0,0,0,0
ENSMUSG00000087212,9330188P03Rik,0.458458,0.639079,0.220226,0.528783,2.30208,1.75814,1.57863,0.682267
ENSMUSG00000087213,2810408I11Rik,2.57619,7.37182,2.20528,2.37409,3.35281,1.39932,0.956194,0
ENSMUSG00000087214,Gm15555,0,0,0,0,0,0,0,0
ENSMUSG00000087215,Gm14618,0.604868,0,0.165744,0,0,0,0,0
ENSMUSG00000087216,E130111B04Rik,0.217212,0,0.414403,0,0,0.948302,0.202187,0
ENSMUSG00000087217,Gm13209,0,0,0,0,0.176471,0,0,0
ENSMUSG00000087218,Gm16997,0,0,0,0,0.0220578,0,0,0
ENSMUSG00000087219,Gm13376,0,0,0,0.201008,0.65613,0,1.2252,0
ENSMUSG00000087220,Gm11377,0,0,0,0,0,0,0,0
ENSMUSG00000087221,BC037032,0.604505,1.09452,0.355476,0.294449,0.381348,0.765374,0.514339,0.350861
ENSMUSG00000087222,E030042O20Rik,0.566234,0.869412,0.374486,0.653611,0.656641,0.385292,0.505972,0.777712
ENSMUSG00000087223,4930442L01Rik,0,0,0,0,0,0,0,0
ENSMUSG00000087224,Gm2182,0.206098,0,0.19747,0,0,0,0,0
ENSMUSG00000087225,Gm14014,0.100696,0.112573,0.080813,0,0.0326874,0.0458919,0,0
ENSMUSG00000087226,Gm14015,0.0446903,0,0,0.0103264,0.0326136,0.0305941,0,0
ENSMUSG00000087227,Gm16958,0.291246,0,0.0264108,0,1.25366,0.92546,0.689957,0.256911
ENSMUSG00000087228,Gm12827,0.103828,0,0.0994763,0.0956393,0.614595,0.277872,0.391678,0.380448
ENSMUSG00000087230,2310006M14Rik,0,0,0,0,0.0594886,0,0,0
ENSMUSG00000087231,E230016M11Rik,15.9063,13.0318,10.4123,8.03807,27.9863,19.7472,25.1496,20.9818
ENSMUSG00000087232,Gm14764,0,0.637118,0,0,0,0,0,0
ENSMUSG00000087233,4930594C11Rik,0.404613,0.150684,0.15577,0.747507,0.210469,0.318814,0.051553,0.172882
ENSMUSG00000087234,Gm13759,0,0,0,0,0,0,0,0
ENSMUSG00000087235,Gm4750,0,0,0,0,0,0,0,0
ENSMUSG00000087236,Gm1305,0.0258524,0.10118,0.0498059,0,0.125809,0.0235892,0.0247281,0.023668
ENSMUSG00000087237,Gm16703,0,0,0,0,0.11818,0.255683,0.115173,0
ENSMUSG00000087238,Gm12865,0,0,0,0,0,0,0,0
ENSMUSG00000087239,Gm7613,0,0.808712,0.349146,0,0,0,0,0
ENSMUSG00000087240,Gm15976,0,0,0,0,0,0,0,0
ENSMUSG00000087241,Gm11844,0,0,0,0,0,0,0,0
ENSMUSG00000087242,C78197,0,0,0.0880442,0.0362032,0,0.0238256,0.099914,0
ENSMUSG00000087244,Gm7284,0,0,0,0,0,0,0,0
ENSMUSG00000087245,Gm12126,0.11577,0,0,0,0.1144,0,0,0
ENSMUSG00000087246,Gm13346,0.0977338,0.0409844,0,0.011291,0.0356672,0.100334,0,0
ENSMUSG00000087247,Fam150a,0,0,0,0,0,0,0,0
ENSMUSG00000087248,Gm16120,0,0,0,0,0.0743406,0,0.0716918,0
ENSMUSG00000087249,Gm16062,3.32643,11.0222,4.67026,4.03916,1.67532,2.03779,1.2285,1.41197
ENSMUSG00000087250,1700094C10Rik,0,0,0,0,0,0,0,0
ENSMUSG00000087251,Gm16795,0,0,0,0,0.308453,0.0566876,0,0.115232
ENSMUSG00000087252,Gm14379,0.0255039,0.284968,0,0.02356,0.3233,0.185568,0.194773,0.326915
ENSMUSG00000087253,Gm12043,0.0326214,0.14588,0,0,0.127064,0.0594753,0,0
ENSMUSG00000087254,2310005A03Rik,0,0,0,0.402178,0,0,0,0
ENSMUSG00000087255,Gm6985,0,0,0,0,0,0,0,0
ENSMUSG00000087256,Gm15990,0,0.105412,0,0,0.0786516,0.0859992,0.115925,0.0123294
ENSMUSG00000087258,Gm15461,1.90339,0,0,0,1.92248,0,0,0
ENSMUSG00000087259,2610035D17Rik,12.6321,7.75018,7.79091,9.17363,14.9338,10.6365,12.3178,14.0868
ENSMUSG00000087260,Hbxip,91.0852,213.738,87.4587,96.3183,187.636,153.972,137.877,143.881
ENSMUSG00000087261,Gm15477,0,0,0.0380054,0.018235,0,0,0,0
ENSMUSG00000087262,Gm15250,0,0,0,0,0,0,0,0
ENSMUSG00000087263,Gm15726,0,0,0.318907,0.153348,0.497539,0.146911,0.156124,0.152765
ENSMUSG00000087264,1500002O10Rik,0,0,0,0,0.26637,0,0,0
ENSMUSG00000087265,Gm12349,0.209236,0.58164,0.501144,0,1.7548,0.933109,0.197306,0.287508
ENSMUSG00000087266,Gm15991,0.242742,0,0,0.111977,0.475909,0.547126,0,0.0555943
ENSMUSG00000087267,4933427J07Rik,7.6546,3.36898,2.49657,0.718922,3.00774,2.20864,0.618587,0.772157
ENSMUSG00000087268,Gm14486,0.369004,0.409814,0,0,0,0.192821,0,0
ENSMUSG00000087269,D330023K18Rik,2.88508,6.08882,3.55898,3.64522,9.65373,7.98855,8.8182,6.7311
ENSMUSG00000087270,Gm12983,0,0,0,0,0,0,0,0
ENSMUSG00000087271,2900008C10Rik,2.15031,3.70651,2.72136,2.2294,1.14243,1.16299,0.970505,1.55446
ENSMUSG00000087272,Gm15409,0,0,0,0,0,0,0,0
ENSMUSG00000087273,Gm13203,0,0,0.458411,0,0,0.140932,0,0
ENSMUSG00000087274,1010001N08Rik,0.1692,0.108041,0,0,0.0235653,0.237239,0.317961,0.189089
ENSMUSG00000087275,1110002J07Rik,0.146126,0.186652,0.120594,0.0578619,0.162732,0.0570241,0.0398847,0.0382247
ENSMUSG00000087276,Gm11378,0,0,0,0,0,0,0,0
ENSMUSG00000087277,2010013B24Rik,0.425795,0.663642,0.0816785,0.470988,0.0837871,0,0,0.390022
ENSMUSG00000087278,A930006I01Rik,0.041899,0.0234144,0,0.0387119,0.102071,0.0763016,0.160105,0.0191804
ENSMUSG00000087279,4930544D05Rik,0.213158,0.475019,0.0682058,0,0.0697598,0,0,0
ENSMUSG00000087280,Gm17557,1.04389,0.427063,0.465994,0.21178,0.408867,0.220693,0.219188,0.0233094
ENSMUSG00000087281,Gm16015,0.307252,0,0,0,0,0,0,0
ENSMUSG00000087282,Gm15317,0,0,0,0.0871152,0,0,0,0
ENSMUSG00000087283,Gm13580,0,0,0,0,0,0,0,0
ENSMUSG00000087285,Gm15260,0,0,0,0,0,0,0,0
ENSMUSG00000087286,Gm9013,0,0.370991,0.127845,0.18422,0.130634,0,0,0
ENSMUSG00000087287,Astx1a,0,0,0,0,0,0,0,0
ENSMUSG00000087288,Gm13061,0,0,0,0,0,0,0,0
ENSMUSG00000087289,4933424M12Rik,0.367535,0.109517,0.0471722,0.407441,0,0.111453,0,0
ENSMUSG00000087290,Gm15866,0.0633951,0.14136,0,0,0.6217,0.114234,0.240644,1.04508
ENSMUSG00000087291,Gm11946,0.660615,0.366565,1.27285,1.95597,0.871592,1.20598,5.67147,7.48283
ENSMUSG00000087292,Gm13832,0,0,0,0,1.1457,0.609656,0,0.641896
ENSMUSG00000087293,Gm14341,0,0.113469,0.0977656,0,0,0,0,0
ENSMUSG00000087294,Gm13556,0,0.895968,0,0,0,0,0.378156,0
ENSMUSG00000087295,Gm11193,0,0,0,0,0,0,0,0
ENSMUSG00000087296,Gm12130,0,0,0,0,0,0,0,0
ENSMUSG00000087297,Gm15494,0,0,0,0,0,0,0,0
ENSMUSG00000087298,Gm9392,0.271163,0.123313,0.125461,0.025048,0.0264478,0.250278,0.155276,0
ENSMUSG00000087299,Gm12953,1.43583,0.282097,0.081012,0.233569,1.49564,1.43833,0.639116,0.696277
ENSMUSG00000087300,Gm16725,0,0,0,0,0.0406751,0,0.0792486,0
ENSMUSG00000087301,Gm13629,0.271426,0.121098,0.260812,0,0.106327,0.0961648,0,0
ENSMUSG00000087302,4933415D12Rik,0.155793,0,0,0,0,0.113195,0.0594376,0
ENSMUSG00000087303,Lipo2,0,0,0.0158465,0.015205,0,0.044997,0,0.150641
ENSMUSG00000087304,Gm15415,0.176254,0.590117,0,0.162704,0.430848,0.398892,0.0838805,0.242099
ENSMUSG00000087305,A430035B10Rik,0.687837,1.56047,0.480576,1.07873,0.486792,0.407492,0.262153,0.297122
ENSMUSG00000087306,A230004M16Rik,10.9784,6.90101,3.5511,0.911671,4.79263,2.8008,0.605788,0.34543
ENSMUSG00000087307,Gm12925,0.297976,0.528485,0,0,0,0,0,0.0939293
ENSMUSG00000087308,Gm16195,0,0,0.431619,0,0,0,0,0
ENSMUSG00000087309,4930528P14Rik,0,0,0,0,0,0,0,0
ENSMUSG00000087310,Gm16989,0.159907,0.0357202,0,0,0.249725,0.0290401,0.121997,0.0585661
ENSMUSG00000087311,Gm16988,0,0,0,0,0.205971,0.128479,0.0336884,0.0161345
ENSMUSG00000087312,Gm13833,0.0903918,0,0,0,0,0.0809002,0,0
ENSMUSG00000087313,Dleu2,6.36488,5.90687,3.49482,3.5964,4.90445,7.29689,4.16531,5.49581
ENSMUSG00000087314,Gm15552,0.0704764,0.0393505,0,0,0,0.0319774,0,0
ENSMUSG00000087315,4930554H23Rik,0,0.0404031,0,0,0,0,0,0
ENSMUSG00000087316,Gm11917,0,0,0,0,0,0,0,0
ENSMUSG00000087317,4930466I24Rik,0,0,0,0,0,0,0,0.0188448
ENSMUSG00000087318,Gm12114,0,0,0,0,0,0,0,0
ENSMUSG00000087319,Gm15907,0,0,0,0,0,0.0916656,0,0.0368604
ENSMUSG00000087320,Gm16613,0.0594606,0.159585,0.0801926,0.076938,0.162016,0.108529,0.204782,0.0507099
ENSMUSG00000087321,Gm5353,0.311046,0.779489,0,0,0.0764281,0.139635,0,0.142462
ENSMUSG00000087322,Gm16075,0,0,0,0,0,0,0,0
ENSMUSG00000087323,Gm14170,0,0,0,0,0,0,0,0
ENSMUSG00000087324,Gm14818,0,0,0,0,0,0,0,0
ENSMUSG00000087325,Gm6038,0.0623158,0,0,0,0,0,0,0
ENSMUSG00000087326,Gm12503,0.129418,0,0.0138504,0,0,0,0,0
ENSMUSG00000087327,Gm15884,0.108469,0,1.03896,0.699278,0,0,0.204453,0
ENSMUSG00000087328,Gm12120,0,0,0,0,0,0,0,0
ENSMUSG00000087329,Gm15671,0.0819395,0,0,0,0,0,0,0
ENSMUSG00000087330,Gm11616,0,0,0.0949595,0,0,0.0884948,0,0
ENSMUSG00000087331,1810021B22Rik,3.68766,6.23038,0.460077,1.64367,8.3439,6.76881,6.54421,6.59888
ENSMUSG00000087332,Gm12690,0,0,0,0,0,0,0,0
ENSMUSG00000087333,Gm13652,0.0261562,0.0438719,0.0377931,0,0.012729,0.0238633,0,0.0478922
ENSMUSG00000087334,AW495222,0,0.0759094,0.283999,0,0,0.847909,0,0
ENSMUSG00000087335,4930526F13Rik,0,0.0327034,0.0281728,0,0,0,0.0279306,0
ENSMUSG00000087336,Gm15860,1.51596,2.4983,0.240539,0.847363,4.02914,2.12278,3.04498,4.98906
ENSMUSG00000087337,Gm14144,0,0,0,0,0.0275594,0,0,0
ENSMUSG00000087338,4930405P13Rik,0,0.25045,0.0720127,0,0.0736112,0,0,0
ENSMUSG00000087339,Gm11586,0,0,0,0,0,0.120367,0.25521,0
ENSMUSG00000087340,Gm15228,0.220368,0.289903,0.0374602,0,0.113549,0.212883,0.012399,0
ENSMUSG00000087341,0610040F04Rik,0.0280014,0.0312826,0,0.0517303,0.027315,0.101806,0,0
ENSMUSG00000087342,Gm12238,0,0,0,0,0,0,0,0
ENSMUSG00000087343,1700021N21Rik,0,0,0,0.0593025,0,0,0,0
ENSMUSG00000087344,Gm15627,0,0,0,0,0.463384,0.404889,0,0.212017
ENSMUSG00000087345,Gm13746,0,0,0,0,0,0,0,0
ENSMUSG00000087346,Gm5699,0.0914505,0,0,0,0,0.0827563,0.0435124,0
ENSMUSG00000087347,1700047K16Rik,0.463013,0.737233,0.317566,0.671144,0.324466,0.238215,0.18823,0.484634
ENSMUSG00000087348,Gm15582,0.0312531,0.244359,0.0601447,0,0.0915047,0.255456,0,0
ENSMUSG00000087349,Gm12680,0.417748,0.497818,0.777291,0.128625,0.163014,0.202518,0.239188,0.050999
ENSMUSG00000087350,Gm16254,0,0,0.0846386,0,0,0,0,0
ENSMUSG00000087351,Gm11464,0,0,0,0,0,0.132576,0,0
ENSMUSG00000087352,Gm12999,0.92222,1.63131,1.05651,0.846386,1.28439,1.942,0.516569,0.168689
ENSMUSG00000087353,Gm13727,0,0,0,0,0,0,0,0
ENSMUSG00000087354,4930404I05Rik,0.733232,0.509318,1.15281,0.159521,0.160642,0.46709,0.326985,0.0312653
ENSMUSG00000087355,Gm13187,0,0.383098,0,0,0.429137,0.187478,0.809086,0.545688
ENSMUSG00000087356,Gm13856,0.0835496,0,0,0,0,0.126574,0,0
ENSMUSG00000087357,Gm12498,0.0562902,0.209739,0,0.0173375,0.0731121,0,0,0
ENSMUSG00000087358,4930453H23Rik,0.02829,0.126673,0,0,0.0275974,0.233737,0,0
ENSMUSG00000087359,Gm17478,0.703852,1.14741,0.208109,0,0.212091,0.195571,0.154364,0.743745
ENSMUSG00000087360,Gm15104,0.264271,0,0,0,0.349408,0,0.0674625,0
ENSMUSG00000087361,0610043K17Rik,0.465918,0.852684,0.332033,0.108097,0.2321,0.417641,0.442052,0.537782
ENSMUSG00000087362,Gm13710,0.53807,0.413614,0,0.834545,0.822931,1.60141,1.20961,3.81107
ENSMUSG00000087363,Gm16347,0.0809728,0.127577,0,0,0.511525,0.204306,0,0
ENSMUSG00000087364,Gm13398,0.224002,0.19677,0.246555,0,0.140218,0.0583475,0.0152969,0
ENSMUSG00000087365,C430049B03Rik,0.28427,0.379548,0.181668,0.377068,1.62956,1.84544,0.988302,1.64801
ENSMUSG00000087366,BC042782,8.64961,6.73992,17.2152,22.1751,32.3068,29.9604,73.2765,74.4455
ENSMUSG00000087367,Gm15491,0.0844604,0.282097,0.0810118,0.233568,0.249273,0.302806,0.159779,0.0773641
ENSMUSG00000087368,BC065397,4.67488,0.483187,2.39348,0.939185,1.80973,3.1867,1.18806,2.06201
ENSMUSG00000087369,Gm14696,0.0998218,0.632595,0,0,0.0647521,0.0708686,0.031836,0.010154
ENSMUSG00000087370,Tmem170b,9.10525,3.89403,9.93677,6.18735,7.48858,8.7421,3.93346,3.43257
ENSMUSG00000087371,Gm15541,1.02542,1.78531,1.08475,0.838822,1.42423,1.70076,0.964201,0.600215
ENSMUSG00000087373,Gm15892,2.51239,1.54124,1.16779,0.678512,2.37104,1.72443,0.798806,0.409036
ENSMUSG00000087374,Gm15457,0.132596,0.173001,0,0.0306384,0.0860112,0.0302585,0.0211444,0
ENSMUSG00000087375,B230323A14Rik,0.31668,0.468166,0.143268,0.0554595,0.154177,0.0577636,0,0
ENSMUSG00000087376,Gm15517,0,0,0,0,0,0,0,0
ENSMUSG00000087377,AV099323,0.125248,0.279256,0.12029,0.0577728,0.307032,0.0564329,0.178309,0.229413
ENSMUSG00000087378,Gm12414,0,0,0,0.162944,0.352942,0.467719,0,0
ENSMUSG00000087379,Gm13849,0,0,0,0,0,0,0,0
ENSMUSG00000087380,2210408F21Rik,2.83515,1.97689,0.970335,2.55045,16.0934,11.4978,12.1881,18.8374
ENSMUSG00000087381,Gm16008,1.38661,0.839282,1.3015,0.486321,0.9639,0.688121,1.64813,1.10582
ENSMUSG00000087382,1300015D01Rik,0.243534,0.0429985,0.120839,0.0980757,0.207445,0.0935579,0.245207,0
ENSMUSG00000087383,Gm12446,0,0.203867,0,0,0,0,0,0
ENSMUSG00000087384,Gm15558,0.164307,0.0262262,0.0225927,0.0216936,0.0686336,0.149492,0,0
ENSMUSG00000087385,AA415398,1.47093,0.559216,1.04021,1.01455,2.51464,2.19222,1.37419,1.74043
ENSMUSG00000087386,Gm15637,0.29756,0.165743,0,0.137197,0.0730744,0.133682,0.0704742,0
ENSMUSG00000087387,Gm15420,0.324656,0.355583,0.618653,0.295936,0.324548,0.280746,0.600228,0
ENSMUSG00000087388,Gm12128,0.0776766,0,0.0149624,0,0,0,0,0
ENSMUSG00000087389,Gm15592,0,0,0,0,0,0,0,0
ENSMUSG00000087390,Gm7598,0.503995,0.370314,0.235787,0,0.196255,0.302064,0,0.0263665
ENSMUSG00000087391,Gm2694,0.100799,0.360526,0.40763,0.0372536,0.176781,0.319402,0.112116,0.0950087
ENSMUSG00000087392,Gm16994,0,0.0630337,0,0,0.276855,0,0,0
ENSMUSG00000087393,1700023C21Rik,0,0,0,0,0,0,0,0
ENSMUSG00000087394,Gm12945,0.100292,0,0,0,0,0.179091,0,0
ENSMUSG00000087395,Gm12705,0.202999,0,0,0,0.0664014,0,0,0
ENSMUSG00000087396,4933407K13Rik,1.2024,0.462318,0.660241,0.67495,1.13196,1.25236,1.31563,1.26546
ENSMUSG00000087397,Gm16256,0.250879,0,0,0,0.492007,0.395623,1.96437,1.59117
ENSMUSG00000087398,Gm12343,0,0,0,0,0,0,0,0
ENSMUSG00000087399,Gm11899,0.171031,0.666384,0.164033,0,0.841398,0.0766248,0,0
ENSMUSG00000087400,Gm15270,1.13588,4.05811,0.77112,1.84706,6.97261,5.94985,5.60511,10.7477
ENSMUSG00000087401,Gm14664,0,0,0,0,0,0,0,0
ENSMUSG00000087402,Gm11867,0,0,0,0,0,0,0,0
ENSMUSG00000087403,2900056M20Rik,5.99312,5.47921,5.13952,6.35464,8.15327,11.7012,7.22913,10.1918
ENSMUSG00000087404,Gm11752,0,0.184071,0,0,0,0,0,0
ENSMUSG00000087405,Gm14232,0,0,0,0,0,0,0,0
ENSMUSG00000087406,E130215H24Rik,1.46292,1.76698,0.585484,1.23722,0.358533,0.714376,0.694539,0.502421
ENSMUSG00000087407,Gm11431,0,0,0,0,0.243401,0,0,0
ENSMUSG00000087408,Lass1,0.071451,0.19947,1.54743,0.197944,0.83422,1.68557,2.42197,1.50435
ENSMUSG00000087409,Gm14271,0,0,0,0,0,0,0,0
ENSMUSG00000087410,2310065F04Rik,0,0.0374177,0,0.0309287,0.0162971,0.0305079,0,0.048004
ENSMUSG00000087411,Gm16048,0,0,0.19747,0,0,0,0,0
ENSMUSG00000087412,Gm15501,1.84718,5.34448,1.12948,1.934,1.60361,0.405308,0.876331,0.801527
ENSMUSG00000087413,Gm11266,0.980913,0.775579,0.31442,0.679196,2.83602,2.85119,2.17962,3.06878
ENSMUSG00000087414,Gm16720,0.163107,0.0911751,0.0785425,0.0452176,0.127064,0.282508,0,0
ENSMUSG00000087415,Gm14529,0,0,0,0,0,0,0,0
ENSMUSG00000087416,Gm15906,0,0,0,0,0,0,0,0
ENSMUSG00000087417,Gm13001,0,0.0898173,0,0,0,0,0,0
ENSMUSG00000087418,Ace3,0,0,0,0,0,0,0,0
ENSMUSG00000087419,Gm16721,0,0,0,0,0,0,0,0
ENSMUSG00000087420,Gm6277,0.055587,0,0,0.487786,0.189778,0.101055,0.450887,0.432612
ENSMUSG00000087421,Gm5432,0.058551,0,0,0.405607,0.428446,0.186208,0,0
ENSMUSG00000087422,Gm13564,0.104618,0.232661,0,0,0.516118,0,0,0
ENSMUSG00000087423,Gm16875,0.0635918,0.0708881,0,0,0,0,0,0
ENSMUSG00000087424,5730405O15Rik,1.04476,0.648962,0.106708,0.982507,0.405567,0.277159,0.332135,0.126896
ENSMUSG00000087425,Gm15404,0,0,0,0,0,0,0,0
ENSMUSG00000087426,Gm805,0.113727,0.445064,0.136928,0,0.166065,0.012966,0.0135949,0.0260297
ENSMUSG00000087427,Gm16533,0,0,0,0,0,0,0,0
ENSMUSG00000087428,Gm15017,0,0,0,0,0,0,0,0
ENSMUSG00000087429,Gm16235,0,0,0,0,0,0,0,0
ENSMUSG00000087430,Gm13405,0.0926274,0.206146,0.177606,0.0853587,0.182472,0.165712,0,0
ENSMUSG00000087431,Gm16054,0.0794144,0.118305,0.0764356,0.0489063,0,0.0240699,0,0.0727109
ENSMUSG00000087432,Gm15123,0,0,0,0,0,0,0,0
ENSMUSG00000087433,Gm14167,1.18669,3.13679,1.13161,0.651684,0.236767,0.206709,1.98524,1.08282
ENSMUSG00000087434,Gm11202,0,0.0717752,0,0,0,0,0.0408975,0
ENSMUSG00000087435,Gm16323,0,0,0,0,0,0.124318,0,0
ENSMUSG00000087436,Gm16156,0.549586,0.204065,0.088265,0.337652,0.451041,0.819554,0.259637,0.503432
ENSMUSG00000087437,Gm13112,0.207021,0.138665,0.0796304,0.0764523,0.121408,0.15003,0.157705,0
ENSMUSG00000087439,Gm15788,0.929064,3.1971,0.648097,0,0.830912,0.832717,0.559227,0.15473
ENSMUSG00000087440,4930577N17Rik,0,0,0,0,0.200139,0,0,0.367377
ENSMUSG00000087441,Gm13853,0,0,0,0,0,0,0,0
ENSMUSG00000087442,Gm14453,0,0.3149,0,0.391676,0,0,0,0
ENSMUSG00000087443,5530401N12Rik,0.0791061,0.352401,0,0.145869,0.544471,0.709994,0.823758,1.08686
ENSMUSG00000087444,Gm5475,0.500562,0.469972,0.327742,0.166501,0.211039,0.233263,0.420868,0.10999
ENSMUSG00000087445,Gm14286,0.405766,2.01593,0.387186,0,0.202057,0.710017,0,0.185414
ENSMUSG00000087446,4930578M01Rik,0,0,0,0,0.439286,0,0.121433,0
ENSMUSG00000087447,2310026I22Rik,0,0,0,0.0366789,0,0.0360028,0,0
ENSMUSG00000087449,Gm12971,0,0,0,0,0,0,0,0
ENSMUSG00000087450,Gm13994,0,0.181936,0,0,0.163213,0.289361,0.307448,0.300771
ENSMUSG00000087451,Gm12970,0,0,0,0,0,0,0,0
ENSMUSG00000087452,Gm11998,0.813625,0.712873,0.390815,0.53623,0.113895,0.0524294,0,0
ENSMUSG00000087453,Gm16327,0,0,0,0,0,0,0,0
ENSMUSG00000087454,Gm13174,0,0,2.62084,0,2.76975,0,2.4559,4.77855
ENSMUSG00000087455,5330411J11Rik,0,0.0335365,0,0,0.0292953,0,0,0
ENSMUSG00000087456,Gm16322,0,0,0,0,0,0,0,0
ENSMUSG00000087457,Gm7799,0,0,0,0,0,0.168212,0,0
ENSMUSG00000087458,Gm13999,0.350179,0.390488,1.12135,0.753908,0.457536,0.526491,1.94003,1.17589
ENSMUSG00000087459,4930465A12Rik,0,0,0,0,0,0,0,0
ENSMUSG00000087460,4930401O12Rik,0.167888,0,0,0,0,0,0,0
ENSMUSG00000087461,C230014O12Rik,0.0171247,0.0574323,0,0.0632971,0.0333552,0.0312154,0.152262,0
ENSMUSG00000087462,Gm2200,0,0,0,0,0,0,0,0
ENSMUSG00000087464,Gm12862,0,0,0,0,0,0,0,0
ENSMUSG00000087465,Gm13905,0,0,0,0.239912,0,0,0,0
